,district,rooms,size,level,max_levels,price,rooms_size,size_level,avarege_level
5977,Мирзо-Улугбекский,3,78.0,4,4,66000.0,26.0,19.5,1.0
5978,Чиланзарский,2,60.0,3,4,39500.0,30.0,20.0,0.75
5979,Чиланзарский,2,60.0,3,9,35000.0,30.0,20.0,0.3333333333333333
5980,Чиланзарский,2,58.0,2,5,35500.0,29.0,29.0,0.4
5981,Чиланзарский,2,50.0,2,4,34500.0,25.0,25.0,0.5
5982,Чиланзарский,2,60.0,3,5,38000.0,30.0,20.0,0.6
5983,Чиланзарский,1,36.0,2,4,27500.0,36.0,18.0,0.5
5984,Чиланзарский,1,45.0,2,5,29500.0,45.0,22.5,0.4
5985,Чиланзарский,1,36.0,4,4,25500.0,36.0,9.0,1.0
5986,Чиланзарский,1,36.0,4,4,25500.0,36.0,9.0,1.0
5987,Чиланзарский,1,30.0,2,4,23500.0,30.0,15.0,0.5
5988,Мирабадский,2,62.0,3,9,53000.0,31.0,20.666666666666668,0.3333333333333333
5989,Сергелийский,2,74.0,2,9,34000.0,37.0,37.0,0.2222222222222222
5990,Мирабадский,2,65.0,9,9,48500.0,32.5,7.222222222222222,1.0
5991,Мирабадский,2,65.0,9,9,47000.0,32.5,7.222222222222222,1.0
5992,Яшнободский,3,50.0,3,4,38700.0,16.666666666666668,16.666666666666668,0.75
5993,Яккасарайский,1,44.0,2,9,27000.0,44.0,22.0,0.2222222222222222
5994,Яшнободский,1,41.0,1,9,23000.0,41.0,41.0,0.1111111111111111
5995,Яккасарайский,5,116.0,3,9,88000.0,23.2,38.666666666666664,0.3333333333333333
5996,Мирзо-Улугбекский,2,41.0,3,5,36500.0,20.5,13.666666666666666,0.6
5997,Мирзо-Улугбекский,1,43.0,4,4,62000.0,43.0,10.75,1.0
5998,Чиланзарский,2,47.0,4,4,26000.0,23.5,11.75,1.0
5999,Мирабадский,2,80.0,9,9,66500.0,40.0,8.88888888888889,1.0
6000,Олмазорский,2,57.0,5,5,35000.0,28.5,11.4,1.0
6001,Чиланзарский,2,50.0,1,4,34500.0,25.0,50.0,0.25
6002,Яшнободский,3,89.8,1,8,31500.0,29.933333333333334,89.8,0.125
6003,Яшнободский,1,58.6,4,8,20500.0,58.6,14.65,0.5
6004,Учтепинский,2,65.0,7,9,36500.0,32.5,9.285714285714286,0.7777777777777778
6005,Юнусабадский,2,70.0,4,9,60000.0,35.0,17.5,0.4444444444444444
6006,Чиланзарский,1,33.0,4,4,25000.0,33.0,8.25,1.0
6007,Мирзо-Улугбекский,4,92.0,3,5,61000.0,23.0,30.666666666666668,0.6
6008,Мирзо-Улугбекский,4,95.0,3,5,61000.0,23.75,31.666666666666668,0.6
6009,Шайхантахурский,2,65.0,3,4,56500.0,32.5,21.666666666666668,0.75
6010,Сергелийский,2,54.0,9,10,28423.0,27.0,6.0,0.9
6011,Мирзо-Улугбекский,2,53.0,4,4,37000.0,26.5,13.25,1.0
6012,Яккасарайский,5,112.0,8,9,60000.0,22.4,14.0,0.8888888888888888
6013,Чиланзарский,2,57.0,2,4,46000.0,28.5,28.5,0.5
6014,Мирабадский,4,103.0,6,9,70000.0,25.75,17.166666666666668,0.6666666666666666
6015,Юнусабадский,3,80.0,1,4,100000.0,26.666666666666668,80.0,0.25
6016,Яккасарайский,4,84.0,5,12,70000.0,21.0,16.8,0.4166666666666667
6017,Яшнободский,4,100.0,3,9,60000.0,25.0,33.333333333333336,0.3333333333333333
6019,Мирабадский,1,55.0,9,9,57000.0,55.0,6.111111111111111,1.0
6020,Мирабадский,1,55.0,9,9,65000.0,55.0,6.111111111111111,1.0
6021,Мирзо-Улугбекский,3,74.0,7,9,61000.0,24.666666666666668,10.571428571428571,0.7777777777777778
6022,Мирзо-Улугбекский,3,78.0,3,4,72000.0,26.0,26.0,0.75
6023,Яккасарайский,1,43.0,5,16,36500.0,43.0,8.6,0.3125
6024,Яккасарайский,1,28.0,4,4,29000.0,28.0,7.0,1.0
6025,Мирзо-Улугбекский,3,70.0,4,5,46000.0,23.333333333333332,17.5,0.8
6026,Учтепинский,1,37.0,2,4,24500.0,37.0,18.5,0.5
6027,Учтепинский,1,42.0,1,5,26500.0,42.0,42.0,0.2
6028,Шайхантахурский,4,84.0,2,4,95000.0,21.0,42.0,0.5
6029,Учтепинский,1,37.0,2,4,28000.0,37.0,18.5,0.5
6030,Юнусабадский,3,72.0,7,9,46000.0,24.0,10.285714285714286,0.7777777777777778
6031,Мирзо-Улугбекский,1,33.0,4,4,19000.0,33.0,8.25,1.0
6032,Мирзо-Улугбекский,2,42.0,2,5,33500.0,21.0,21.0,0.4
6033,Мирзо-Улугбекский,5,100.0,4,4,48000.0,20.0,25.0,1.0
6034,Мирзо-Улугбекский,1,35.0,1,4,24500.0,35.0,35.0,0.25
6035,Мирзо-Улугбекский,2,46.0,4,4,28000.0,23.0,11.5,1.0
6036,Мирзо-Улугбекский,2,60.0,3,5,30500.0,30.0,20.0,0.6
6037,Мирзо-Улугбекский,3,62.0,5,5,35000.0,20.666666666666668,12.4,1.0
6038,Юнусабадский,2,60.0,2,9,45000.0,30.0,30.0,0.2222222222222222
6039,Янгихаётский,2,52.0,3,7,41000.0,26.0,17.333333333333332,0.42857142857142855
6040,Мирабадский,3,70.0,2,4,75000.0,23.333333333333332,35.0,0.5
6041,Мирабадский,2,60.0,4,4,60000.0,30.0,15.0,1.0
6042,Яккасарайский,3,52.0,3,5,65000.0,17.333333333333332,17.333333333333332,0.6
6043,Олмазорский,1,42.0,5,5,26500.0,42.0,8.4,1.0
6044,Яккасарайский,2,42.0,3,5,52000.0,21.0,14.0,0.6
6045,Чиланзарский,1,15.0,3,4,12000.0,15.0,5.0,0.75
6046,Юнусабадский,3,103.0,3,6,90000.0,34.333333333333336,34.333333333333336,0.5
6047,Чиланзарский,1,42.0,3,5,31500.0,42.0,14.0,0.6
6048,Учтепинский,2,58.0,2,4,32000.0,29.0,29.0,0.5
6049,Мирзо-Улугбекский,2,55.0,1,4,36000.0,27.5,55.0,0.25
6050,Мирабадский,4,107.0,8,9,105000.0,26.75,13.375,0.8888888888888888
6051,Юнусабадский,4,95.0,4,4,59900.0,23.75,23.75,1.0
6052,Чиланзарский,1,35.0,3,4,27000.0,35.0,11.666666666666666,0.75
6053,Чиланзарский,1,28.0,2,4,24000.0,28.0,14.0,0.5
6054,Мирзо-Улугбекский,2,55.0,4,5,34500.0,27.5,13.75,0.8
6055,Мирзо-Улугбекский,1,18.0,6,9,10500.0,18.0,3.0,0.6666666666666666
6056,Мирзо-Улугбекский,2,55.0,2,5,32500.0,27.5,27.5,0.4
6057,Мирзо-Улугбекский,2,55.0,1,5,36000.0,27.5,55.0,0.2
6058,Юнусабадский,3,75.0,4,9,77000.0,25.0,18.75,0.4444444444444444
6059,Учтепинский,1,41.0,3,5,26000.0,41.0,13.666666666666666,0.6
6060,Учтепинский,3,72.0,3,9,45500.0,24.0,24.0,0.3333333333333333
6061,Мирзо-Улугбекский,3,110.0,1,4,110000.0,36.666666666666664,110.0,0.25
6062,Мирабадский,5,115.0,5,9,83000.0,23.0,23.0,0.5555555555555556
6063,Мирабадский,4,110.0,5,9,85000.0,27.5,22.0,0.5555555555555556
6064,Мирзо-Улугбекский,4,86.0,2,5,80000.0,21.5,43.0,0.4
6065,Сергелийский,2,44.0,1,7,34000.0,22.0,44.0,0.14285714285714285
6066,Мирабадский,2,40.0,1,1,26000.0,20.0,40.0,1.0
6067,Яшнободский,4,94.0,4,4,37000.0,23.5,23.5,1.0
6068,Мирабадский,2,40.0,1,1,26000.0,20.0,40.0,1.0
6069,Яшнободский,4,94.0,4,4,37000.0,23.5,23.5,1.0
6070,Мирабадский,1,40.0,1,4,22500.0,40.0,40.0,0.25
6071,Сергелийский,3,82.0,7,10,43160.0,27.333333333333332,11.714285714285714,0.7
6072,Яшнободский,2,50.0,4,4,24000.0,25.0,12.5,1.0
6073,Сергелийский,2,56.0,1,7,38000.0,28.0,56.0,0.14285714285714285
6074,Олмазорский,3,80.0,6,7,58000.0,26.666666666666668,13.333333333333334,0.8571428571428571
6075,Чиланзарский,2,58.0,4,9,31500.0,29.0,14.5,0.4444444444444444
6076,Юнусабадский,4,82.0,1,4,85000.0,20.5,82.0,0.25
6077,Шайхантахурский,2,75.0,4,7,47000.0,37.5,18.75,0.5714285714285714
6078,Мирабадский,4,104.0,8,9,94000.0,26.0,13.0,0.8888888888888888
6079,Учтепинский,2,50.0,4,4,29500.0,25.0,12.5,1.0
6080,Мирабадский,2,65.0,1,2,30000.0,32.5,65.0,0.5
6081,Яшнободский,3,105.0,4,8,160000.0,35.0,26.25,0.5
6082,Яшнободский,3,70.0,3,4,42000.0,23.333333333333332,23.333333333333332,0.75
6083,Чиланзарский,2,60.0,5,9,35000.0,30.0,12.0,0.5555555555555556
6084,Чиланзарский,2,50.0,3,5,33500.0,25.0,16.666666666666668,0.6
6085,Чиланзарский,2,50.0,2,4,34500.0,25.0,25.0,0.5
6086,Учтепинский,2,65.0,4,5,38500.0,32.5,16.25,0.8
6087,Чиланзарский,2,50.0,1,5,37000.0,25.0,50.0,0.2
6088,Чиланзарский,1,40.0,1,5,25500.0,40.0,40.0,0.2
6089,Чиланзарский,1,32.0,1,4,27000.0,32.0,32.0,0.25
6090,Мирзо-Улугбекский,2,65.0,5,9,38800.0,32.5,13.0,0.5555555555555556
6091,Мирзо-Улугбекский,4,180.0,3,9,110000.0,45.0,60.0,0.3333333333333333
6092,Яшнободский,3,90.0,5,9,55000.0,30.0,18.0,0.5555555555555556
6093,Юнусабадский,2,69.0,5,7,52000.0,34.5,13.8,0.7142857142857143
6094,Учтепинский,3,72.0,7,9,39000.0,24.0,10.285714285714286,0.7777777777777778
6095,Мирабадский,3,81.0,3,5,41500.0,27.0,27.0,0.6
6096,Чиланзарский,1,30.0,2,4,29300.0,30.0,15.0,0.5
6097,Чиланзарский,1,30.0,4,4,25900.0,30.0,7.5,1.0
6098,Учтепинский,2,59.0,4,9,32000.0,29.5,14.75,0.4444444444444444
6100,Чиланзарский,3,65.0,4,4,43500.0,21.666666666666668,16.25,1.0
6101,Чиланзарский,3,72.0,5,9,57000.0,24.0,14.4,0.5555555555555556
6102,Юнусабадский,2,55.0,2,4,55000.0,27.5,27.5,0.5
6103,Юнусабадский,3,75.0,4,9,80000.0,25.0,18.75,0.4444444444444444
6104,Яккасарайский,2,65.0,1,4,40000.0,32.5,65.0,0.25
6105,Мирабадский,4,100.0,15,16,130000.0,25.0,6.666666666666667,0.9375
6106,Юнусабадский,2,45.0,1,5,40000.0,22.5,45.0,0.2
6107,Шайхантахурский,3,96.0,4,8,110000.0,32.0,24.0,0.5
6108,Мирабадский,3,72.0,1,2,40000.0,24.0,72.0,0.5
6109,Яккасарайский,2,65.0,4,7,88000.0,32.5,16.25,0.5714285714285714
6111,Мирзо-Улугбекский,4,102.0,2,5,55000.0,25.5,51.0,0.4
6112,Яккасарайский,3,70.0,11,13,45000.0,23.333333333333332,6.363636363636363,0.8461538461538461
6113,Мирзо-Улугбекский,1,38.0,3,5,22500.0,38.0,12.666666666666666,0.6
6114,Юнусабадский,3,72.0,3,4,42000.0,24.0,24.0,0.75
6115,Мирзо-Улугбекский,4,92.0,5,5,41500.0,23.0,18.4,1.0
6116,Сергелийский,2,52.0,1,7,34900.0,26.0,52.0,0.14285714285714285
6117,Мирабадский,4,100.0,6,9,70000.0,25.0,16.666666666666668,0.6666666666666666
6118,Мирзо-Улугбекский,3,84.0,8,12,56000.0,28.0,10.5,0.6666666666666666
6119,Юнусабадский,2,65.0,2,4,38500.0,32.5,32.5,0.5
6120,Мирабадский,4,100.0,2,4,78000.0,25.0,50.0,0.5
6121,Мирабадский,2,55.0,3,3,26900.0,27.5,18.333333333333332,1.0
6122,Сергелийский,3,76.0,5,5,33000.0,25.333333333333332,15.2,1.0
6124,Мирабадский,4,135.0,2,4,165000.0,33.75,67.5,0.5
6125,Мирабадский,4,147.0,3,12,132000.0,36.75,49.0,0.25
6126,Учтепинский,3,70.0,2,5,43500.0,23.333333333333332,35.0,0.4
6128,Яккасарайский,2,58.0,4,5,45000.0,29.0,14.5,0.8
6129,Яккасарайский,4,96.0,5,9,66000.0,24.0,19.2,0.5555555555555556
6130,Шайхантахурский,3,72.0,2,5,48000.0,24.0,36.0,0.4
6131,Олмазорский,3,107.0,3,7,98000.0,35.666666666666664,35.666666666666664,0.42857142857142855
6132,Мирабадский,5,115.0,7,9,105000.0,23.0,16.428571428571427,0.7777777777777778
6134,Юнусабадский,2,63.0,5,9,45000.0,31.5,12.6,0.5555555555555556
6135,Сергелийский,4,135.0,1,3,70500.0,33.75,135.0,0.3333333333333333
6136,Чиланзарский,3,72.0,4,12,60000.0,24.0,18.0,0.3333333333333333
6137,Учтепинский,3,72.0,9,9,40000.0,24.0,8.0,1.0
6138,Мирзо-Улугбекский,3,79.0,5,5,45000.0,26.333333333333332,15.8,1.0
6139,Мирабадский,4,100.0,3,4,125000.0,25.0,33.333333333333336,0.75
6140,Мирабадский,4,115.0,9,9,75000.0,28.75,12.777777777777779,1.0
6141,Олмазорский,6,200.0,3,4,65000.0,33.333333333333336,66.66666666666667,0.75
6142,Юнусабадский,3,76.87,2,4,80000.0,25.623333333333335,38.435,0.5
6143,Мирзо-Улугбекский,3,108.0,4,7,105000.0,36.0,27.0,0.5714285714285714
6144,Яшнободский,3,90.0,5,9,90000.0,30.0,18.0,0.5555555555555556
6145,Мирзо-Улугбекский,4,140.0,1,4,110000.0,35.0,140.0,0.25
6146,Мирзо-Улугбекский,2,56.0,7,9,39000.0,28.0,8.0,0.7777777777777778
6147,Чиланзарский,2,42.0,4,4,31500.0,21.0,10.5,1.0
6148,Чиланзарский,2,57.0,2,4,46900.0,28.5,28.5,0.5
6149,Яшнободский,2,54.0,4,4,31500.0,27.0,13.5,1.0
6150,Чиланзарский,3,75.0,5,9,51000.0,25.0,15.0,0.5555555555555556
6151,Мирабадский,2,65.0,9,9,45000.0,32.5,7.222222222222222,1.0
6152,Шайхантахурский,4,98.0,1,5,92000.0,24.5,98.0,0.2
6153,Мирзо-Улугбекский,2,58.0,3,5,34000.0,29.0,19.333333333333332,0.6
6154,Яккасарайский,3,70.0,4,4,70500.0,23.333333333333332,17.5,1.0
6155,Мирзо-Улугбекский,3,56.0,5,5,50000.0,18.666666666666668,11.2,1.0
6156,Мирабадский,3,100.0,1,9,142000.0,33.333333333333336,100.0,0.1111111111111111
6157,Мирабадский,4,170.0,3,9,170000.0,42.5,56.666666666666664,0.3333333333333333
6158,Мирзо-Улугбекский,3,75.0,3,14,67000.0,25.0,25.0,0.21428571428571427
6159,Чиланзарский,1,30.0,1,3,25000.0,30.0,30.0,0.3333333333333333
6160,Юнусабадский,2,62.0,3,4,57500.0,31.0,20.666666666666668,0.75
6161,Шайхантахурский,5,97.0,4,5,58000.0,19.4,24.25,0.8
6162,Мирзо-Улугбекский,2,60.0,2,4,49000.0,30.0,30.0,0.5
6163,Юнусабадский,4,82.0,1,4,85000.0,20.5,82.0,0.25
6164,Яшнободский,2,47.0,4,5,26000.0,23.5,11.75,0.8
6165,Учтепинский,4,80.0,1,5,52000.0,20.0,80.0,0.2
6166,Учтепинский,3,58.0,5,5,35000.0,19.333333333333332,11.6,1.0
6167,Яшнободский,3,70.0,2,4,48000.0,23.333333333333332,35.0,0.5
6168,Яшнободский,3,62.0,6,7,60000.0,20.666666666666668,10.333333333333334,0.8571428571428571
6169,Мирзо-Улугбекский,2,46.0,5,10,23000.0,23.0,9.2,0.5
6170,Мирзо-Улугбекский,1,38.0,5,5,19000.0,38.0,7.6,1.0
6171,Мирзо-Улугбекский,2,45.0,5,10,22500.0,22.5,9.0,0.5
6172,Мирзо-Улугбекский,2,69.0,5,10,34500.0,34.5,13.8,0.5
6173,Мирзо-Улугбекский,2,43.0,3,10,21500.0,21.5,14.333333333333334,0.3
6174,Яшнободский,3,87.0,3,6,34800.0,29.0,29.0,0.5
6175,Яшнободский,3,80.0,1,4,85000.0,26.666666666666668,80.0,0.25
6176,Мирзо-Улугбекский,2,45.0,1,4,39000.0,22.5,45.0,0.25
6177,Яшнободский,2,50.0,5,5,23500.0,25.0,10.0,1.0
6178,Мирзо-Улугбекский,2,62.0,2,5,33500.0,31.0,31.0,0.4
6179,Юнусабадский,4,82.0,1,4,85000.0,20.5,82.0,0.25
6180,Мирзо-Улугбекский,4,92.0,3,5,63000.0,23.0,30.666666666666668,0.6
6181,Мирзо-Улугбекский,2,50.0,4,5,31000.0,25.0,12.5,0.8
6182,Яккасарайский,3,103.0,1,9,105000.0,34.333333333333336,103.0,0.1111111111111111
6183,Учтепинский,3,70.0,5,5,40000.0,23.333333333333332,14.0,1.0
6184,Учтепинский,3,70.0,4,5,46000.0,23.333333333333332,17.5,0.8
6185,Мирабадский,3,75.0,7,9,90000.0,25.0,10.714285714285714,0.7777777777777778
6186,Яккасарайский,2,42.0,2,2,43000.0,21.0,21.0,1.0
6187,Учтепинский,3,70.0,5,5,44000.0,23.333333333333332,14.0,1.0
6188,Чиланзарский,3,60.0,1,4,52500.0,20.0,60.0,0.25
6189,Яшнободский,4,70.06,4,4,50000.0,17.515,17.515,1.0
6190,Учтепинский,2,44.0,1,4,29500.0,22.0,44.0,0.25
6191,Учтепинский,3,63.0,1,4,69000.0,21.0,63.0,0.25
6192,Чиланзарский,3,72.0,5,9,53000.0,24.0,14.4,0.5555555555555556
6193,Учтепинский,3,72.0,5,5,45000.0,24.0,14.4,1.0
6194,Чиланзарский,3,62.0,3,4,38000.0,20.666666666666668,20.666666666666668,0.75
6195,Учтепинский,2,48.0,5,5,27000.0,24.0,9.6,1.0
6196,Чиланзарский,2,42.0,4,4,31000.0,21.0,10.5,1.0
6197,Учтепинский,3,70.0,1,4,54000.0,23.333333333333332,70.0,0.25
6198,Чиланзарский,2,48.0,2,3,34000.0,24.0,24.0,0.6666666666666666
6199,Учтепинский,1,33.0,2,4,28000.0,33.0,16.5,0.5
6200,Учтепинский,2,50.0,4,4,30000.0,25.0,12.5,1.0
6201,Чиланзарский,1,30.0,2,4,28200.0,30.0,15.0,0.5
6202,Учтепинский,4,73.0,1,5,65000.0,18.25,73.0,0.2
6203,Мирабадский,3,90.0,3,4,118000.0,30.0,30.0,0.75
6204,Мирзо-Улугбекский,3,131.0,1,8,150000.0,43.666666666666664,131.0,0.125
6205,Чиланзарский,3,70.0,4,4,51000.0,23.333333333333332,17.5,1.0
6206,Мирабадский,4,100.0,5,5,54500.0,25.0,20.0,1.0
6207,Учтепинский,4,76.0,4,4,47500.0,19.0,19.0,1.0
6208,Учтепинский,2,45.0,4,5,30000.0,22.5,11.25,0.8
6209,Чиланзарский,1,38.0,1,4,28900.0,38.0,38.0,0.25
6210,Чиланзарский,1,27.0,3,4,32000.0,27.0,9.0,0.75
6211,Чиланзарский,5,117.0,1,4,95000.0,23.4,117.0,0.25
6212,Чиланзарский,4,78.0,2,4,65000.0,19.5,39.0,0.5
6213,Чиланзарский,2,50.0,3,5,36500.0,25.0,16.666666666666668,0.6
6214,Чиланзарский,2,60.0,4,9,34500.0,30.0,15.0,0.4444444444444444
6215,Чиланзарский,1,40.0,1,4,27500.0,40.0,40.0,0.25
6216,Чиланзарский,2,54.0,3,5,32000.0,27.0,18.0,0.6
6217,Чиланзарский,3,65.0,4,4,38500.0,21.666666666666668,16.25,1.0
6218,Чиланзарский,2,48.0,2,4,38000.0,24.0,24.0,0.5
6219,Учтепинский,1,58.0,9,12,26000.0,58.0,6.444444444444445,0.75
6220,Учтепинский,3,75.0,3,9,51500.0,25.0,25.0,0.3333333333333333
6221,Чиланзарский,1,32.0,4,4,27700.0,32.0,8.0,1.0
6222,Учтепинский,3,72.0,1,9,60000.0,24.0,72.0,0.1111111111111111
6223,Чиланзарский,2,46.0,4,4,31000.0,23.0,11.5,1.0
6224,Чиланзарский,3,78.0,3,5,58000.0,26.0,26.0,0.6
6225,Учтепинский,3,80.0,3,4,55500.0,26.666666666666668,26.666666666666668,0.75
6226,Учтепинский,4,108.0,3,3,70000.0,27.0,36.0,1.0
6227,Чиланзарский,3,135.0,1,4,148000.0,45.0,135.0,0.25
6228,Учтепинский,4,98.0,4,4,58000.0,24.5,24.5,1.0
6229,Чиланзарский,2,47.0,1,4,33000.0,23.5,47.0,0.25
6230,Учтепинский,4,80.0,5,5,53000.0,20.0,16.0,1.0
6231,Чиланзарский,4,72.0,4,4,50000.0,18.0,18.0,1.0
6232,Яшнободский,2,52.0,8,9,27000.0,26.0,6.5,0.8888888888888888
6233,Чиланзарский,4,98.0,3,9,84000.0,24.5,32.666666666666664,0.3333333333333333
6234,Учтепинский,4,92.0,3,4,59500.0,23.0,30.666666666666668,0.75
6235,Учтепинский,3,72.0,8,9,40000.0,24.0,9.0,0.8888888888888888
6236,Учтепинский,4,80.0,1,4,47000.0,20.0,80.0,0.25
6237,Учтепинский,3,70.0,5,5,44000.0,23.333333333333332,14.0,1.0
6238,Учтепинский,3,70.0,9,9,44000.0,23.333333333333332,7.777777777777778,1.0
6239,Учтепинский,2,50.0,4,4,35000.0,25.0,12.5,1.0
6240,Чиланзарский,2,52.0,3,4,38900.0,26.0,17.333333333333332,0.75
6241,Учтепинский,3,67.0,3,4,51000.0,22.333333333333332,22.333333333333332,0.75
6242,Учтепинский,3,84.0,14,16,49000.0,28.0,6.0,0.875
6243,Учтепинский,3,60.0,4,4,45000.0,20.0,15.0,1.0
6244,Чиланзарский,1,33.0,3,4,24500.0,33.0,11.0,0.75
6245,Учтепинский,4,120.0,1,4,110000.0,30.0,120.0,0.25
6246,Учтепинский,2,61.0,6,9,37000.0,30.5,10.166666666666666,0.6666666666666666
6247,Учтепинский,2,50.0,1,4,52500.0,25.0,50.0,0.25
6248,Учтепинский,3,70.0,4,4,47500.0,23.333333333333332,17.5,1.0
6249,Учтепинский,3,70.0,4,4,41500.0,23.333333333333332,17.5,1.0
6250,Чиланзарский,3,68.0,3,4,57500.0,22.666666666666668,22.666666666666668,0.75
6251,Чиланзарский,3,65.0,1,4,43000.0,21.666666666666668,65.0,0.25
6252,Чиланзарский,2,42.0,1,4,41500.0,21.0,42.0,0.25
6253,Чиланзарский,3,110.0,3,9,78000.0,36.666666666666664,36.666666666666664,0.3333333333333333
6254,Чиланзарский,3,68.0,3,4,50000.0,22.666666666666668,22.666666666666668,0.75
6255,Чиланзарский,2,45.0,4,4,32000.0,22.5,11.25,1.0
6256,Чиланзарский,3,68.0,4,5,55000.0,22.666666666666668,17.0,0.8
6257,Чиланзарский,3,65.0,1,4,48000.0,21.666666666666668,65.0,0.25
6258,Чиланзарский,2,43.0,1,4,32000.0,21.5,43.0,0.25
6259,Чиланзарский,2,54.0,3,4,45500.0,27.0,18.0,0.75
6260,Чиланзарский,2,52.0,2,4,56500.0,26.0,26.0,0.5
6261,Чиланзарский,2,63.0,2,5,46500.0,31.5,31.5,0.4
6262,Мирабадский,4,135.0,3,9,105000.0,33.75,45.0,0.3333333333333333
6263,Учтепинский,4,90.0,5,5,46000.0,22.5,18.0,1.0
6264,Учтепинский,4,90.0,3,5,58000.0,22.5,30.0,0.6
6265,Учтепинский,3,92.0,9,9,47500.0,30.666666666666668,10.222222222222221,1.0
6266,Чиланзарский,3,80.0,8,9,66000.0,26.666666666666668,10.0,0.8888888888888888
6267,Учтепинский,3,72.0,1,9,48000.0,24.0,72.0,0.1111111111111111
6268,Учтепинский,2,71.0,4,5,67000.0,35.5,17.75,0.8
6269,Чиланзарский,3,76.0,5,5,49000.0,25.333333333333332,15.2,1.0
6270,Чиланзарский,2,45.0,4,4,36500.0,22.5,11.25,1.0
6271,Учтепинский,4,137.0,5,5,94000.0,34.25,27.4,1.0
6272,Шайхантахурский,4,100.0,9,9,68000.0,25.0,11.11111111111111,1.0
6273,Шайхантахурский,4,100.0,2,9,87000.0,25.0,50.0,0.2222222222222222
6274,Шайхантахурский,2,57.0,4,5,35000.0,28.5,14.25,0.8
6275,Олмазорский,2,52.0,1,4,52500.0,26.0,52.0,0.25
6276,Сергелийский,2,58.0,1,3,41000.0,29.0,58.0,0.3333333333333333
6277,Юнусабадский,1,42.0,1,4,53000.0,42.0,42.0,0.25
6278,Учтепинский,2,28.0,1,4,43000.0,14.0,28.0,0.25
6279,Чиланзарский,3,90.0,4,4,84000.0,30.0,22.5,1.0
6280,Чиланзарский,3,64.0,2,4,46000.0,21.333333333333332,32.0,0.5
6281,Чиланзарский,3,66.0,9,9,73500.0,22.0,7.333333333333333,1.0
6282,Чиланзарский,2,55.0,4,4,43000.0,27.5,13.75,1.0
6283,Учтепинский,2,40.0,2,4,35000.0,20.0,20.0,0.5
6284,Учтепинский,2,47.0,3,4,32000.0,23.5,15.666666666666666,0.75
6285,Учтепинский,2,53.0,4,4,31500.0,26.5,13.25,1.0
6286,Учтепинский,2,52.0,2,4,35000.0,26.0,26.0,0.5
6287,Учтепинский,2,45.0,1,4,35000.0,22.5,45.0,0.25
6288,Учтепинский,2,50.0,4,4,37000.0,25.0,12.5,1.0
6289,Учтепинский,2,43.0,2,5,37000.0,21.5,21.5,0.4
6290,Чиланзарский,2,46.0,3,4,33000.0,23.0,15.333333333333334,0.75
6291,Чиланзарский,2,48.0,2,4,38000.0,24.0,24.0,0.5
6292,Чиланзарский,2,50.0,2,4,40000.0,25.0,25.0,0.5
6293,Чиланзарский,2,45.0,3,4,42500.0,22.5,15.0,0.75
6294,Учтепинский,4,80.0,1,5,65000.0,20.0,80.0,0.2
6295,Чиланзарский,4,100.0,3,4,57000.0,25.0,33.333333333333336,0.75
6296,Чиланзарский,4,80.0,4,4,51500.0,20.0,20.0,1.0
6297,Чиланзарский,4,96.0,8,9,57500.0,24.0,12.0,0.8888888888888888
6298,Чиланзарский,4,90.0,9,9,53000.0,22.5,10.0,1.0
6299,Чиланзарский,4,94.0,3,9,119000.0,23.5,31.333333333333332,0.3333333333333333
6300,Учтепинский,3,80.0,7,9,45000.0,26.666666666666668,11.428571428571429,0.7777777777777778
6301,Учтепинский,3,68.0,3,5,57000.0,22.666666666666668,22.666666666666668,0.6
6302,Учтепинский,3,68.0,6,9,44000.0,22.666666666666668,11.333333333333334,0.6666666666666666
6303,Чиланзарский,3,110.0,4,4,78500.0,36.666666666666664,27.5,1.0
6304,Учтепинский,3,65.0,4,5,53000.0,21.666666666666668,16.25,0.8
6305,Учтепинский,2,33.0,8,9,23500.0,16.5,4.125,0.8888888888888888
6306,Учтепинский,2,40.0,7,9,22500.0,20.0,5.714285714285714,0.7777777777777778
6307,Учтепинский,2,56.0,5,5,34000.0,28.0,11.2,1.0
6308,Учтепинский,2,42.0,1,5,31000.0,21.0,42.0,0.2
6309,Чиланзарский,2,52.0,4,4,39000.0,26.0,13.0,1.0
6310,Учтепинский,2,52.0,2,4,41000.0,26.0,26.0,0.5
6311,Учтепинский,2,47.0,3,5,36000.0,23.5,15.666666666666666,0.6
6312,Чиланзарский,2,40.0,4,4,35000.0,20.0,10.0,1.0
6313,Чиланзарский,2,65.0,4,9,57200.0,32.5,16.25,0.4444444444444444
6314,Чиланзарский,3,69.0,3,4,44000.0,23.0,23.0,0.75
6315,Яккасарайский,2,60.0,4,5,70000.0,30.0,15.0,0.8
6316,Чиланзарский,3,65.0,1,4,49500.0,21.666666666666668,65.0,0.25
6317,Чиланзарский,1,32.0,4,4,27500.0,32.0,8.0,1.0
6318,Чиланзарский,3,70.0,3,5,51500.0,23.333333333333332,23.333333333333332,0.6
6319,Чиланзарский,2,46.0,2,4,34500.0,23.0,23.0,0.5
6320,Чиланзарский,3,67.0,2,4,44000.0,22.333333333333332,33.5,0.5
6321,Яккасарайский,2,58.0,5,5,47000.0,29.0,11.6,1.0
6322,Учтепинский,2,65.0,3,9,46000.0,32.5,21.666666666666668,0.3333333333333333
